id_temps,id_station,id_region,temperature_max,temperature_moy,temperature_min,humidite_moyenne,precipitations_jour,wind_speed_max,radiation_solaire,idhc_30j,jours_sans_pluie,score_risque,niveau_stress_hydrique,flag_alerte_temperature,qualite_donnee,source_donnee
92,15,5,27.4,22.4,17.4,62.9,0.0,5.5,207.7,33.8,9,37.4,Modéré,False,Bonne,Simulation DW
93,1,1,29.7,24.7,19.7,43.7,0.0,4.7,125.2,65.1,4,49.5,Modéré,False,Excellente,Simulation DW
93,2,1,25.7,20.7,15.7,33.5,0.0,30.8,411.2,33.6,10,34.7,Modéré,False,Bonne,Simulation DW
93,3,1,24.7,19.7,14.7,34.9,0.0,1.9,356.2,37.9,6,30.6,Modéré,False,Bonne,Simulation DW
93,4,2,23.0,18.0,13.0,42.6,0.0,12.8,329.0,17.6,12,25.0,Modéré,False,Excellente,Simulation DW
93,5,2,22.5,17.5,12.5,48.4,5.4,2.5,121.5,53.8,6,32.5,Modéré,False,Bonne,Simulation DW
93,6,2,19.1,14.1,9.1,48.0,0.0,11.8,199.1,24.2,10,19.7,Normal,False,Excellente,Simulation DW
93,7,3,22.7,17.7,12.7,57.0,0.0,0.7,256.4,27.0,5,21.2,Normal,False,Excellente,Simulation DW
93,8,3,28.0,23.0,18.0,88.9,0.0,29.4,201.2,7.8,7,26.1,Modéré,False,Bonne,Simulation DW
93,9,3,25.5,20.5,15.5,62.4,0.0,24.3,417.3,32.2,7,30.8,Modéré,False,Excellente,Simulation DW
93,10,4,25.9,20.9,15.9,47.0,0.0,28.0,117.3,35.6,6,32.0,Modéré,False,Excellente,Simulation DW
93,11,4,23.0,18.0,13.0,56.8,12.3,10.5,425.3,34.8,6,26.0,Modéré,False,Excellente,Simulation DW
93,12,4,30.5,25.5,20.5,63.0,22.5,1.2,437.0,63.0,16,62.1,Élevé,False,Excellente,Simulation DW
93,13,5,26.5,21.5,16.5,50.7,0.0,5.7,351.2,20.1,9,30.0,Modéré,False,Excellente,Simulation DW
93,14,5,25.4,20.4,15.4,75.3,0.0,0.2,460.0,22.6,9,28.9,Modéré,False,Bonne,Simulation DW
93,15,5,24.0,19.0,14.0,47.2,0.0,3.3,405.8,11.8,11,23.8,Normal,False,Excellente,Simulation DW
94,1,1,21.7,16.7,11.7,54.5,0.0,21.5,317.5,32.6,11,27.4,Modéré,False,Excellente,Simulation DW
94,2,1,24.9,19.9,14.9,58.3,0.0,2.8,475.5,52.5,8,38.9,Modéré,False,Excellente,Simulation DW
94,3,1,21.8,16.8,11.8,49.3,5.6,0.5,315.2,21.2,6,18.1,Normal,False,Excellente,Simulation DW
94,4,2,21.9,16.9,11.9,59.3,0.0,0.2,475.9,17.8,6,16.9,Normal,False,Excellente,Simulation DW
94,5,2,33.2,28.2,23.2,41.8,0.2,3.3,121.3,32.0,5,44.3,Modéré,False,Bonne,Simulation DW
94,6,2,27.1,22.1,17.1,22.2,0.0,19.1,408.5,24.5,9,33.0,Modéré,False,Excellente,Simulation DW
94,7,3,21.2,16.2,11.2,57.7,0.0,10.4,324.9,42.7,9,28.4,Modéré,False,Bonne,Simulation DW
94,8,3,25.8,20.8,15.8,51.2,0.0,10.5,476.4,55.1,7,40.7,Modéré,False,Bonne,Simulation DW
94,9,3,24.3,19.3,14.3,59.8,0.0,2.8,453.0,44.2,10,36.3,Modéré,False,Excellente,Simulation DW
94,10,4,29.6,24.6,19.6,60.6,0.0,6.1,143.0,46.6,9,46.8,Modéré,False,Excellente,Simulation DW
94,11,4,22.8,17.8,12.8,51.6,0.0,20.4,187.4,27.3,13,29.6,Modéré,False,Excellente,Simulation DW
94,12,4,25.8,20.8,15.8,35.4,0.0,6.1,427.3,34.6,10,35.5,Modéré,False,Excellente,Simulation DW
94,13,5,31.0,26.0,21.0,76.4,0.0,0.9,275.0,36.6,2,38.6,Modéré,False,Excellente,Simulation DW
94,14,5,25.1,20.1,15.1,55.0,0.0,11.1,231.0,35.0,8,32.2,Modéré,False,Excellente,Simulation DW
94,15,5,29.4,24.4,19.4,56.2,0.0,8.7,498.7,30.0,8,38.8,Modéré,False,Excellente,Simulation DW
95,1,1,26.2,21.2,16.2,26.1,0.0,20.8,161.2,61.2,7,43.9,Modéré,False,Excellente,Simulation DW
95,2,1,25.1,20.1,15.1,47.4,0.0,10.3,230.9,47.9,3,32.3,Modéré,False,Excellente,Simulation DW
95,3,1,24.5,19.5,14.5,60.1,0.0,5.7,123.9,48.3,6,34.2,Modéré,False,Excellente,Simulation DW
95,4,2,21.6,16.6,11.6,60.2,0.0,6.1,493.7,36.7,3,20.8,Normal,False,Excellente,Simulation DW
95,5,2,27.6,22.6,17.6,16.7,0.0,3.3,369.9,46.9,9,42.9,Modéré,False,Bonne,Simulation DW
95,6,2,24.5,19.5,14.5,44.8,0.0,14.4,498.9,34.9,6,29.0,Modéré,False,Bonne,Simulation DW
95,7,3,26.1,21.1,16.1,65.2,0.0,4.6,178.4,48.0,8,39.3,Modéré,False,Excellente,Simulation DW
95,8,3,18.8,13.8,8.8,51.6,0.0,1.0,255.4,53.3,4,25.3,Modéré,False,Excellente,Simulation DW
95,9,3,28.8,23.8,18.8,31.9,0.0,6.2,188.4,74.4,5,52.4,Élevé,False,Bonne,Simulation DW
95,10,4,24.7,19.7,14.7,62.3,6.5,4.0,408.5,35.7,7,30.6,Modéré,False,Bonne,Simulation DW
95,11,4,26.1,21.1,16.1,16.4,0.0,6.0,260.2,36.7,10,36.9,Modéré,False,Bonne,Simulation DW
95,12,4,29.6,24.6,19.6,49.6,0.0,3.5,204.7,0.0,5,24.3,Normal,False,Excellente,Simulation DW
95,13,5,25.3,20.3,15.3,39.9,0.0,0.1,422.0,33.7,7,31.1,Modéré,False,Excellente,Simulation DW
95,14,5,27.7,22.7,17.7,62.7,0.0,6.4,286.0,31.3,6,34.0,Modéré,False,Excellente,Simulation DW
95,15,5,21.5,16.5,11.5,62.6,0.0,5.1,253.6,28.6,9,23.5,Normal,False,Excellente,Simulation DW
96,1,1,27.1,22.1,17.1,54.3,10.6,3.4,343.4,29.5,11,37.1,Modéré,False,Excellente,Simulation DW
96,2,1,27.0,22.0,17.0,51.7,0.0,14.4,330.2,57.9,5,42.1,Modéré,False,Bonne,Simulation DW
96,3,1,22.1,17.1,12.1,64.9,4.6,13.0,383.4,63.9,14,43.8,Modéré,False,Bonne,Simulation DW
96,4,2,26.0,21.0,16.0,37.3,0.0,10.8,470.2,17.3,4,23.0,Normal,False,Moyenne,Simulation DW
96,5,2,25.9,20.9,15.9,66.7,0.0,5.6,389.4,22.1,10,30.6,Modéré,False,Bonne,Simulation DW
96,6,2,21.8,16.8,11.8,45.6,0.0,5.2,229.5,12.4,8,16.6,Normal,False,Excellente,Simulation DW
96,7,3,25.7,20.7,15.7,71.2,0.0,6.4,186.0,19.5,9,28.2,Modéré,False,Excellente,Simulation DW
96,8,3,24.5,19.5,14.5,64.2,0.0,18.6,124.2,34.4,7,29.8,Modéré,False,Excellente,Simulation DW
96,9,3,18.0,13.0,8.0,34.7,0.0,0.6,260.5,54.3,7,28.7,Modéré,False,Bonne,Simulation DW
96,10,4,26.1,21.1,16.1,52.0,0.9,13.3,137.9,17.9,7,26.4,Modéré,False,Excellente,Simulation DW
96,11,4,19.6,14.6,9.6,48.4,0.0,10.5,393.1,40.2,8,24.1,Normal,False,Excellente,Simulation DW
96,12,4,22.3,17.3,12.3,39.0,0.0,1.6,264.1,19.1,4,16.2,Normal,False,Excellente,Simulation DW
96,13,5,22.3,17.3,12.3,71.0,0.0,7.2,260.3,35.4,8,26.8,Modéré,False,Bonne,Simulation DW
96,14,5,22.5,17.5,12.5,92.3,0.0,4.1,352.2,42.0,6,27.7,Modéré,False,Excellente,Simulation DW
96,15,5,28.2,23.2,18.2,37.1,6.3,0.9,243.5,36.3,13,44.0,Modéré,False,Excellente,Simulation DW
97,1,1,25.2,20.2,15.2,76.2,0.0,6.1,284.0,58.9,4,37.9,Modéré,False,Excellente,Simulation DW
97,2,1,23.3,18.3,13.3,56.9,0.0,30.3,130.4,30.5,9,27.8,Modéré,False,Excellente,Simulation DW
97,3,1,29.0,24.0,19.0,39.5,0.0,3.9,351.3,54.1,4,43.6,Modéré,False,Bonne,Simulation DW
97,4,2,24.2,19.2,14.2,44.1,0.0,7.0,457.0,21.2,8,25.0,Normal,False,Bonne,Simulation DW
97,5,2,20.7,15.7,10.7,47.4,0.0,16.1,386.1,35.8,11,26.7,Modéré,False,Bonne,Simulation DW
97,6,2,26.2,21.2,16.2,53.8,0.0,13.4,285.2,42.2,9,38.3,Modéré,False,Excellente,Simulation DW
97,7,3,21.5,16.5,11.5,75.2,0.6,1.7,208.7,35.6,3,20.3,Normal,False,Excellente,Simulation DW
97,8,3,24.1,19.1,14.1,31.8,0.0,23.4,296.5,30.3,9,29.3,Modéré,False,Excellente,Simulation DW
97,9,3,23.7,18.7,13.7,35.6,0.0,4.2,137.7,30.3,5,24.5,Normal,False,Excellente,Simulation DW
97,10,4,30.5,25.5,20.5,60.5,0.0,8.9,174.6,28.4,2,34.4,Modéré,False,Excellente,Simulation DW
97,11,4,28.5,23.5,18.5,45.9,0.0,34.3,138.8,22.4,11,37.1,Modéré,False,Bonne,Simulation DW
97,12,4,26.9,21.9,16.9,36.8,0.0,2.7,178.6,35.8,5,33.0,Modéré,False,Excellente,Simulation DW
97,13,5,25.1,20.1,15.1,25.6,6.6,4.0,486.4,46.2,5,33.7,Modéré,False,Excellente,Simulation DW
97,14,5,25.8,20.8,15.8,53.2,0.0,2.9,211.5,15.0,10,27.6,Modéré,False,Excellente,Simulation DW
97,15,5,22.2,17.2,12.2,41.9,0.0,1.5,163.9,12.5,6,15.3,Normal,False,Bonne,Simulation DW
98,1,1,25.9,20.9,15.9,79.7,0.0,17.0,364.0,50.6,6,38.0,Modéré,False,Excellente,Simulation DW
98,2,1,19.6,14.6,9.6,42.1,0.0,4.4,193.3,18.6,11,18.4,Normal,False,Excellente,Simulation DW
98,3,1,26.3,21.3,16.3,19.8,0.0,0.0,430.7,53.5,4,38.1,Modéré,False,Moyenne,Simulation DW
98,4,2,25.9,20.9,15.9,46.1,0.0,50.6,173.4,49.9,1,32.7,Modéré,False,Bonne,Simulation DW
98,5,2,25.2,20.2,15.2,48.1,6.2,44.0,295.0,31.2,8,30.9,Modéré,False,Excellente,Simulation DW
98,6,2,22.7,17.7,12.7,69.8,0.0,7.3,192.3,43.0,8,30.7,Modéré,False,Excellente,Simulation DW
98,7,3,25.4,20.4,15.4,29.5,0.0,5.5,416.3,56.5,11,44.4,Modéré,False,Bonne,Simulation DW
98,8,3,22.1,17.1,12.1,43.0,0.0,10.5,488.4,41.0,6,26.5,Modéré,False,Bonne,Simulation DW
98,9,3,24.4,19.4,14.4,52.0,0.0,37.6,391.5,42.0,7,32.7,Modéré,False,Excellente,Simulation DW
98,10,4,27.7,22.7,17.7,52.0,0.0,4.8,453.8,38.5,5,35.9,Modéré,False,Excellente,Simulation DW
98,11,4,24.2,19.2,14.2,54.8,0.0,8.8,337.8,43.1,7,32.7,Modéré,False,Bonne,Simulation DW
98,12,4,22.0,17.0,12.0,58.6,0.0,4.6,117.8,15.5,15,25.2,Modéré,False,Excellente,Simulation DW
98,13,5,30.4,25.4,20.4,42.7,0.0,6.5,335.2,21.7,9,38.5,Modéré,False,Excellente,Simulation DW
98,14,5,28.4,23.4,18.4,63.6,27.6,11.2,245.1,9.1,6,26.4,Modéré,False,Moyenne,Simulation DW
98,15,5,26.0,21.0,16.0,24.4,0.0,2.6,261.2,58.4,9,44.4,Modéré,False,Excellente,Simulation DW
99,1,1,27.3,22.3,17.3,75.4,0.0,7.3,138.4,36.9,11,40.3,Modéré,False,Moyenne,Simulation DW
99,2,1,21.5,16.5,11.5,33.9,0.0,7.0,340.7,70.5,8,39.2,Modéré,False,Excellente,Simulation DW
99,3,1,24.9,19.9,14.9,37.4,0.0,6.2,466.1,39.1,9,34.3,Modéré,False,Excellente,Simulation DW
99,4,2,25.9,20.9,15.9,47.5,0.0,7.7,160.2,50.4,9,40.8,Modéré,False,Excellente,Simulation DW
99,5,2,26.9,21.9,16.9,53.9,0.0,11.1,403.9,30.9,6,32.1,Modéré,False,Excellente,Simulation DW
99,6,2,24.9,19.9,14.9,45.3,0.0,5.1,111.8,38.7,8,33.3,Modéré,False,Bonne,Simulation DW
99,7,3,25.2,20.2,15.2,60.5,0.0,44.2,304.1,44.7,4,32.3,Modéré,False,Excellente,Simulation DW
99,8,3,28.0,23.0,18.0,49.0,0.0,0.5,290.0,56.2,6,44.5,Modéré,False,Excellente,Simulation DW
99,9,3,22.5,17.5,12.5,45.6,6.3,50.5,295.4,61.3,13,42.5,Modéré,False,Excellente,Simulation DW
99,10,4,20.6,15.6,10.6,34.8,0.0,8.4,259.0,19.1,5,13.9,Normal,False,Excellente,Simulation DW
99,11,4,21.5,16.5,11.5,42.3,0.0,2.0,125.3,3.8,11,15.5,Normal,False,Bonne,Simulation DW
99,12,4,23.8,18.8,13.8,54.4,0.0,3.7,117.4,47.3,4,30.5,Modéré,False,Excellente,Simulation DW
99,13,5,22.7,17.7,12.7,35.0,0.0,6.1,323.1,18.4,9,21.7,Normal,False,Excellente,Simulation DW
99,14,5,29.0,24.0,19.0,61.7,0.0,5.3,388.0,37.7,7,40.0,Modéré,False,Excellente,Simulation DW
99,15,5,23.4,18.4,13.4,34.4,0.0,4.9,306.4,44.8,9,33.7,Modéré,False,Excellente,Simulation DW
100,1,1,22.9,17.9,12.9,34.7,0.0,0.7,284.4,20.6,12,26.0,Modéré,False,Excellente,Simulation DW
100,2,1,27.1,22.1,17.1,56.7,0.0,4.0,337.0,15.2,9,29.3,Modéré,False,Excellente,Simulation DW
100,3,1,26.3,21.3,16.3,70.0,0.0,3.1,248.5,52.8,5,38.7,Modéré,False,Bonne,Simulation DW
100,4,2,24.2,19.2,14.2,53.9,0.0,4.7,426.2,51.2,11,39.8,Modéré,False,Excellente,Simulation DW
100,5,2,22.1,17.1,12.1,40.1,0.0,3.7,154.6,14.9,8,18.1,Normal,False,Excellente,Simulation DW
100,6,2,32.9,27.9,22.9,27.4,0.0,12.4,393.2,40.0,6,47.9,Modéré,False,Excellente,Simulation DW
100,7,3,25.9,20.9,15.9,64.9,0.0,3.5,118.3,40.8,5,33.1,Modéré,False,Bonne,Simulation DW
100,8,3,24.9,19.9,14.9,71.9,0.0,12.0,463.0,38.8,6,31.3,Modéré,False,Bonne,Simulation DW
100,9,3,25.8,20.8,15.8,46.3,0.0,2.4,450.1,11.0,8,24.0,Normal,False,Excellente,Simulation DW
100,10,4,21.8,16.8,11.8,69.1,0.0,10.6,177.7,40.0,9,28.5,Modéré,False,Excellente,Simulation DW
100,11,4,22.6,17.6,12.6,67.3,0.0,24.5,271.4,6.3,5,12.6,Normal,False,Excellente,Simulation DW
100,12,4,26.9,21.9,16.9,48.7,0.0,17.1,106.8,10.9,7,25.2,Modéré,False,Excellente,Simulation DW
100,13,5,22.6,17.6,12.6,41.9,0.0,30.8,145.3,20.9,8,21.6,Normal,False,Excellente,Simulation DW
100,14,5,24.1,19.1,14.1,58.9,0.0,5.6,242.6,25.9,3,21.6,Normal,False,Moyenne,Simulation DW
100,15,5,24.9,19.9,14.9,27.0,0.0,7.1,123.3,8.9,5,18.5,Normal,False,Excellente,Simulation DW
101,1,1,25.2,20.2,15.2,56.9,9.4,7.0,487.0,49.7,7,37.3,Modéré,False,Excellente,Simulation DW
101,2,1,24.5,19.5,14.5,41.3,0.0,18.7,152.8,42.6,4,30.0,Modéré,False,Excellente,Simulation DW
101,3,1,25.8,20.8,15.8,47.9,0.9,2.7,345.5,39.1,9,36.2,Modéré,False,Excellente,Simulation DW
101,4,2,25.8,20.8,15.8,39.6,7.5,10.1,399.6,50.5,2,33.8,Modéré,False,Excellente,Simulation DW
101,5,2,26.6,21.6,16.6,34.9,0.0,0.2,315.9,29.4,9,33.9,Modéré,False,Moyenne,Simulation DW
101,6,2,30.8,25.8,20.8,55.0,0.0,5.1,385.1,21.7,9,39.3,Modéré,False,Excellente,Simulation DW
101,7,3,20.5,15.5,10.5,37.2,7.2,22.6,415.9,47.4,9,29.0,Modéré,False,Moyenne,Simulation DW
101,8,3,25.3,20.3,15.3,88.4,0.0,4.7,497.6,72.9,11,50.7,Élevé,False,Excellente,Simulation DW
101,9,3,27.5,22.5,17.5,47.0,0.0,9.5,142.7,47.3,8,42.0,Modéré,False,Excellente,Simulation DW
101,10,4,30.1,25.1,20.1,52.2,6.3,1.8,367.5,45.7,12,50.5,Élevé,False,Excellente,Simulation DW
101,11,4,23.7,18.7,13.7,83.9,1.7,14.3,243.5,10.8,10,21.7,Normal,False,Bonne,Simulation DW
101,12,4,31.7,26.7,21.7,56.5,0.0,5.6,344.1,28.4,8,42.8,Modéré,False,Bonne,Simulation DW
101,13,5,25.9,20.9,15.9,46.8,0.0,13.9,283.5,29.6,4,27.6,Modéré,False,Excellente,Simulation DW
101,14,5,21.6,16.6,11.6,47.1,0.0,4.2,266.6,20.7,6,17.5,Normal,False,Bonne,Simulation DW
101,15,5,26.2,21.2,16.2,27.8,0.0,1.0,312.8,13.7,9,26.8,Modéré,False,Bonne,Simulation DW
102,1,1,25.5,20.5,15.5,81.1,0.0,10.8,318.5,38.1,6,32.2,Modéré,False,Excellente,Simulation DW
102,2,1,24.1,19.1,14.1,59.7,0.0,9.5,367.2,23.3,6,23.6,Normal,False,Excellente,Simulation DW
102,3,1,28.6,23.6,18.6,70.6,0.0,0.7,419.7,61.1,10,51.7,Élevé,False,Excellente,Simulation DW
102,4,2,22.1,17.1,12.1,67.5,0.0,4.8,117.9,42.7,7,28.2,Modéré,False,Bonne,Simulation DW
102,5,2,25.8,20.8,15.8,74.8,0.0,19.5,286.5,39.0,3,30.2,Modéré,False,Excellente,Simulation DW
102,6,2,27.4,22.4,17.4,47.3,0.0,1.6,460.7,40.7,8,39.0,Modéré,False,Bonne,Simulation DW
102,7,3,21.7,16.7,11.7,57.8,2.3,28.7,206.6,47.4,12,34.4,Modéré,False,Bonne,Simulation DW
102,8,3,26.9,21.9,16.9,23.2,0.0,1.0,286.8,52.4,8,42.7,Modéré,False,Excellente,Simulation DW
102,9,3,25.8,20.8,15.8,42.2,4.1,1.7,261.6,47.5,5,35.6,Modéré,False,Excellente,Simulation DW
102,10,4,25.3,20.3,15.3,73.0,0.0,8.8,132.7,25.4,5,25.7,Modéré,False,Excellente,Simulation DW
102,11,4,22.4,17.4,12.4,45.3,0.0,4.5,443.8,43.6,10,32.3,Modéré,False,Bonne,Simulation DW
102,12,4,26.4,21.4,16.4,45.1,0.0,14.6,189.1,24.7,3,25.6,Modéré,False,Moyenne,Simulation DW
102,13,5,23.9,18.9,13.9,60.4,0.0,10.6,222.3,14.7,9,22.7,Normal,False,Excellente,Simulation DW
102,14,5,20.5,15.5,10.5,67.3,0.0,6.3,364.3,29.1,10,22.6,Normal,False,Excellente,Simulation DW
102,15,5,24.6,19.6,14.6,35.4,0.0,15.9,260.9,60.0,6,39.2,Modéré,False,Excellente,Simulation DW
103,1,1,21.0,16.0,11.0,44.3,0.0,12.1,444.7,54.3,5,28.6,Modéré,False,Excellente,Simulation DW
103,2,1,27.2,22.2,17.2,27.3,0.0,7.0,123.9,29.8,6,32.4,Modéré,False,Excellente,Simulation DW
103,3,1,24.2,19.2,14.2,50.2,0.0,13.7,297.8,45.9,8,34.8,Modéré,False,Excellente,Simulation DW
103,4,2,30.2,25.2,20.2,28.3,0.0,0.3,235.1,79.5,13,65.3,Élevé,False,Excellente,Simulation DW
103,5,2,27.0,22.0,17.0,60.9,0.5,4.9,137.2,26.3,3,27.5,Modéré,False,Excellente,Simulation DW
103,6,2,24.6,19.6,14.6,29.8,0.0,18.6,386.7,27.9,6,26.2,Modéré,False,Excellente,Simulation DW
103,7,3,22.4,17.4,12.4,54.9,0.0,8.5,479.6,44.2,6,28.5,Modéré,False,Excellente,Simulation DW
103,8,3,25.2,20.2,15.2,50.0,0.0,5.6,293.8,68.9,6,43.9,Modéré,False,Excellente,Simulation DW
103,9,3,27.2,22.2,17.2,41.2,0.0,11.5,157.2,52.8,10,45.6,Modéré,False,Excellente,Simulation DW
103,10,4,24.0,19.0,14.0,54.4,0.0,4.9,107.0,24.9,13,31.0,Modéré,False,Excellente,Simulation DW
103,11,4,25.6,20.6,15.6,41.1,5.1,6.9,150.2,50.4,8,39.3,Modéré,False,Bonne,Simulation DW
103,12,4,25.1,20.1,15.1,50.3,5.8,14.4,356.8,37.2,7,32.1,Modéré,False,Moyenne,Simulation DW
103,13,5,20.0,15.0,10.0,47.8,0.0,4.2,212.2,41.2,5,21.5,Normal,False,Excellente,Simulation DW
103,14,5,25.7,20.7,15.7,53.6,0.0,7.2,160.3,27.0,4,26.1,Modéré,False,Excellente,Simulation DW
103,15,5,28.2,23.2,18.2,34.2,0.0,2.9,185.9,43.7,9,42.9,Modéré,False,Bonne,Simulation DW
104,1,1,23.8,18.8,13.8,74.9,0.0,9.0,249.0,30.0,14,33.5,Modéré,False,Excellente,Simulation DW
104,2,1,20.4,15.4,10.4,40.7,0.0,49.0,303.0,50.0,6,26.8,Modéré,False,Excellente,Simulation DW
104,3,1,24.7,19.7,14.7,57.0,0.0,4.4,443.1,45.1,10,37.5,Modéré,False,Excellente,Simulation DW
104,4,2,33.4,28.4,23.4,89.4,0.0,13.6,193.9,44.7,5,49.6,Modéré,False,Excellente,Simulation DW
104,5,2,27.0,22.0,17.0,47.9,0.0,12.5,178.9,25.3,4,28.1,Modéré,False,Excellente,Simulation DW
104,6,2,28.5,23.5,18.5,34.8,2.1,5.1,327.6,19.5,5,29.8,Modéré,False,Excellente,Simulation DW
104,7,3,25.8,20.8,15.8,62.9,0.3,2.7,349.1,49.8,6,37.5,Modéré,False,Excellente,Simulation DW
104,8,3,24.8,19.8,14.8,22.0,0.0,7.0,323.5,69.2,7,44.3,Modéré,False,Excellente,Simulation DW
104,9,3,26.5,21.5,16.5,63.4,0.0,1.3,164.4,27.8,6,30.0,Modéré,False,Excellente,Simulation DW
104,10,4,24.8,19.8,14.8,48.7,0.0,4.8,367.0,33.6,4,27.0,Modéré,False,Moyenne,Simulation DW
104,11,4,19.2,14.2,9.2,53.7,0.0,2.9,119.9,23.2,8,17.3,Normal,False,Bonne,Simulation DW
104,12,4,25.3,20.3,15.3,48.0,0.0,13.0,469.3,73.1,11,50.9,Élevé,False,Excellente,Simulation DW
104,13,5,24.0,19.0,14.0,51.4,0.0,0.4,462.0,36.3,4,26.4,Modéré,False,Excellente,Simulation DW
104,14,5,23.5,18.5,13.5,28.6,7.1,24.1,141.4,33.0,8,28.2,Modéré,False,Excellente,Simulation DW
104,15,5,18.6,13.6,8.6,71.6,0.0,0.7,162.4,44.2,10,27.7,Modéré,False,Excellente,Simulation DW
105,1,1,20.0,15.0,10.0,73.9,0.0,3.1,324.9,24.7,8,17.9,Normal,False,Excellente,Simulation DW
105,2,1,23.6,18.6,13.6,51.5,0.0,32.6,490.5,16.0,8,21.6,Normal,False,Bonne,Simulation DW
105,3,1,26.2,21.2,16.2,63.9,0.0,9.6,442.2,63.4,9,46.7,Modéré,False,Excellente,Simulation DW
105,4,2,25.0,20.0,15.0,51.3,0.0,10.0,290.0,24.0,5,24.6,Normal,False,Excellente,Simulation DW
105,5,2,23.4,18.4,13.4,27.6,0.0,17.8,473.9,32.2,2,21.8,Normal,False,Bonne,Simulation DW
105,6,2,22.1,17.1,12.1,39.9,0.0,6.2,480.5,5.9,6,12.7,Normal,False,Excellente,Simulation DW
105,7,3,29.2,24.2,19.2,79.7,0.0,18.6,479.5,64.7,1,45.3,Modéré,False,Excellente,Simulation DW
105,8,3,32.2,27.2,22.2,63.6,0.0,31.4,110.1,25.8,9,43.7,Modéré,False,Excellente,Simulation DW
105,9,3,30.2,25.2,20.2,40.1,0.0,11.3,265.9,20.3,13,41.4,Modéré,False,Excellente,Simulation DW
105,10,4,23.2,18.2,13.2,58.5,0.0,6.5,234.4,38.3,5,26.8,Modéré,False,Excellente,Simulation DW
105,11,4,21.1,16.1,11.1,60.2,2.3,29.1,223.0,52.8,5,28.3,Modéré,False,Bonne,Simulation DW
105,12,4,25.0,20.0,15.0,56.6,0.0,1.4,256.1,29.7,10,31.8,Modéré,False,Bonne,Simulation DW
105,13,5,22.5,17.5,12.5,53.2,0.0,16.2,119.7,27.2,8,23.8,Normal,False,Excellente,Simulation DW
105,14,5,26.6,21.6,16.6,36.6,0.0,9.8,224.3,14.6,5,24.0,Normal,False,Excellente,Simulation DW
105,15,5,29.1,24.1,19.1,65.2,0.0,3.3,263.2,10.5,8,30.5,Modéré,False,Excellente,Simulation DW
106,1,1,27.2,22.2,17.2,70.1,0.0,23.0,187.9,47.6,7,40.5,Modéré,False,Bonne,Simulation DW
106,2,1,26.1,21.1,16.1,42.9,0.0,7.2,127.9,23.7,8,29.7,Modéré,False,Excellente,Simulation DW
106,3,1,24.1,19.1,14.1,34.4,0.0,5.5,116.7,79.0,3,42.9,Modéré,False,Bonne,Simulation DW
106,4,2,16.4,11.4,6.4,38.9,0.0,11.4,455.8,19.1,10,17.6,Normal,False,Excellente,Simulation DW
106,5,2,21.9,16.9,11.9,51.1,0.0,16.2,395.4,18.7,6,17.3,Normal,False,Bonne,Simulation DW
106,6,2,27.9,22.9,17.9,45.7,0.0,3.1,324.7,35.8,9,39.0,Modéré,False,Excellente,Simulation DW
106,7,3,28.0,23.0,18.0,47.6,0.0,30.2,457.8,68.8,8,51.6,Élevé,False,Excellente,Simulation DW
106,8,3,23.5,18.5,13.5,68.8,0.0,4.9,341.3,42.5,6,29.9,Modéré,False,Excellente,Simulation DW
106,9,3,24.0,19.0,14.0,61.3,0.0,0.4,122.2,41.8,6,30.7,Modéré,False,Excellente,Simulation DW
106,10,4,20.9,15.9,10.9,32.8,5.2,4.6,489.0,55.2,7,30.9,Modéré,False,Excellente,Simulation DW
106,11,4,20.5,15.5,10.5,75.1,0.0,15.5,396.5,17.0,5,12.8,Normal,False,Excellente,Simulation DW
106,12,4,19.8,14.8,9.8,69.9,0.0,0.9,443.8,3.7,8,9.5,Normal,False,Excellente,Simulation DW
106,13,5,24.0,19.0,14.0,60.2,2.1,7.5,358.9,14.8,9,23.0,Normal,False,Excellente,Simulation DW
106,14,5,26.8,21.8,16.8,21.4,0.0,9.4,380.8,45.9,6,38.0,Modéré,False,Excellente,Simulation DW
106,15,5,22.6,17.6,12.6,71.3,25.4,2.5,457.3,3.9,6,12.8,Normal,False,Excellente,Simulation DW
107,1,1,21.3,16.3,11.3,64.9,0.0,1.7,184.2,48.4,9,30.9,Modéré,False,Excellente,Simulation DW
107,2,1,30.3,25.3,20.3,73.4,0.0,3.9,395.6,44.8,6,44.6,Modéré,False,Excellente,Simulation DW
107,3,1,21.5,16.5,11.5,47.1,0.0,9.2,499.3,22.6,8,20.1,Normal,False,Excellente,Simulation DW
107,4,2,24.7,19.7,14.7,38.4,0.0,24.3,412.6,35.2,5,28.4,Modéré,False,Bonne,Simulation DW
107,5,2,28.1,23.1,18.1,72.9,0.0,3.0,390.9,31.3,4,32.6,Modéré,False,Bonne,Simulation DW
107,6,2,29.7,24.7,19.7,56.4,0.0,3.5,289.6,51.0,4,43.7,Modéré,False,Excellente,Simulation DW
107,7,3,24.7,19.7,14.7,60.1,0.0,2.2,304.1,24.0,7,26.0,Modéré,False,Excellente,Simulation DW
107,8,3,27.9,22.9,17.9,50.5,0.0,3.1,276.8,45.4,4,37.9,Modéré,False,Excellente,Simulation DW
107,9,3,27.8,22.8,17.8,39.7,0.0,16.9,218.7,40.0,10,41.6,Modéré,False,Moyenne,Simulation DW
